"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"32105","1","EXIMbank concessional loan for National Road No.10/57 (Linked to Project ID#35687)","2008-11-15","start-actual","2012-01-16","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Completion","2007","2012","49976441.54","0.0"
"32153","1","EXIMbank concessional loan for the construction of National Road No. 76 (Linked to Project ID#32113 & ID#32155)","2008-02-14","start-actual","2011-03-25","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Completion","2007","2011","61933555.78","0.0"
"32239","1","EXIMbank concessional loan for the construction of national road No. 8 (from Prek Tamak to Cambodia-Vietnam border) (Linked to Project ID#32113 &ID#38647)","2008-01-01","start-actual","2011-07-06","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Completion","2007","2011","85337896.86","0.0"
"32113","1","China gives loan for infrastructure projects in Cambodia (links to project ID:#32239, #33058,#33057,#32153,#32146)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","Pipeline/identification"," "," ","0.0","0.0"
"38876","1","China donates 104 police motorcycles to Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","Completion"," "," ","0.0","0.0"
"32127","1","China donates 200 Water Pumps to Cambodia (Linked to Project ID#33134)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","Completion"," "," ","0.0","0.0"
"32126","1","China donates office supplies to Cambodian NEC worth 1.25 million USD","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","Completion","2007","2007","1491655.968","0.0"
"33051","1","China gives Cambodian Ministry of Foreign Affairs and International Cooperation office equipment","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","Completion"," "," ","0.0","0.0"
"33138","1","China will Send 4 Youth Volunteers to Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","160","Other Social Infrastructure and Services","Completion"," "," ","0.0","0.0"
"32202","1","Kirirom III Hydroelectric Station ( Link to project ID: #32085)","","start-actual","2013-02-23","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","Completion","2007","2013","56205596.86","0.0"
"32162","1","80m Yuan Grant ( Linked to Project ID#32165)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","Pipeline/identification","2007","2007","12548875.99","0.0"
"32150","1","91 million USD of aid","","start-actual","","end-actual","China","CHN","Cambodia","KHM","998","Unallocated / Unspecified","Pipeline/identification","2007","2007","108592554.4","0.0"
"38785","1","EXIM Bank concessional loan for Rehabilitation of NR62 (Tbeng Meanchey – Preas Vihear) & NR210","2008-04-05","start-actual","2011-06-24","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Completion","2008","2011","58443110.78","0.0"
"33105","1","China Donates Transport Vehicles and Office Equipment to Cambodia Ministry of Parliamentary Relations and Inspection","","start-actual","2008-05-22","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","Completion","2008","2008","73306.6701","0.0"
"38774","1","China Provides Electronic Library to the Royal Academy of Cambodia","2009-01-16","start-actual","2009-05-31","end-actual","China","CHN","Cambodia","KHM","110","Education","Completion","2008","2009","81709.13118","0.0"
"32456","1","China donates $14,000 worth of Gymnastic Equipment","","start-actual","","end-actual","China","CHN","Cambodia","KHM","160","Other Social Infrastructure and Services","Completion","2008","2008","14155.77078","0.0"
"38956","1","China donates commemorative stamps to mark 50th anniversary of diplomatic ties with Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","Completion"," "," ","0.0","0.0"
"38854","1","China donates machinery to Cambodian King's Working Group","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","Completion"," "," ","0.0","0.0"
"38772","1","China donates office equipment and vehicle to Cambodian Senate","2008-09-01","start-actual","2008-12-30","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","Completion","2008","2008","146613.3402","0.0"
"35590","1","China provides grant for feasibility study of Trans-Asian railway 'missing link' in Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Completion","2008","2008","2930750.114","0.0"
"38749","1","China provides grant for the Rehabilitation of the Chau Say Tevoda Temple of Angkor (Linked to Project ID#32062)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","160","Other Social Infrastructure and Services","Completion","2008","2008","654812.9355","0.0"
"32458","1","Chinese Government Grants 54 Scholarships for AY 2008-2009 (Linked to Project ID#32459)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","Completion"," "," ","0.0","0.0"
"38733","1","Chinese ophthalmologists perform free cataract operations for Cambodian patients (linked to #38731) ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","120","Health","Completion"," "," ","0.0","0.0"
"38846","1","Donation of well-drilling equipment","","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","Completion","2008","2008","72756.99284","0.0"
"32459","1","Donation to Royal University of Phnom Penh Library (Linked to Project ID#32458)","","start-actual","2008-08-12","end-actual","China","CHN","Cambodia","KHM","110","Education","Completion","2008","2008","0.0","0.0"
"38843","1","Traditional Chinese Physicians to Give Free Medical Consultation","","start-actual","","end-actual","China","CHN","Cambodia","KHM","120","Health","Completion"," "," ","0.0","0.0"
"38835","1","Feasibility Study of Srepok 4 Dam in Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","Implementation"," "," ","0.0","0.0"
"35272","1","US$500 million in loan for Cambodia-Vietnam railroad ","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Pipeline/identification","2008","2008","505563242.1","0.0"
"32168","1","EXIMbank concessionary loan for Rehabilitation Project of the National Road No 57B (linked to project ID#32201)","2010-12-15","start-actual","2013-12-16","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Completion","2009","2013","92088050.59","0.0"
"32119","1","Concessional loan for Cambodia National Road No. 78","2009-11-12","start-actual","2012-12-06","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Completion","2009","2012","74767807.45","0.0"
"32180","1","Construction Project of the National Road No. 3762 (Linked to Project ID#32201)","2010-09-01","start-actual","2012-12-01","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Completion","2009","2012","15228192.0","0.0"
"38647","1","EXIMbank concessional loan for the construction of National Road No. 8.1 and 8.2 (Linked to Project ID#32239)","2009-12-26","start-actual","2012-08-13","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Completion","2009","2012","14800000.0","0.0"
"32149","1","EXIMbank concessionary loan for Construction of 115kV Transmission Line and Substation from Phnom Penh to Bavet Project (Linked to Project ID#32201)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","Implementation","2009","2009","69592394.37","0.0"
"33071","1","EXIMbank Concessional Loan for Rural Power Grid Project (Phase I of Project) (Linked to Project ID#35571)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","Completion","2009","2009","50000000.0","0.0"
"32176","1","EXIMbank concessional loan for Kampong Trabek River Flood Control Project Phase I (linked to project ID#32201)","2010-11-24","start-actual","","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","Completion","2009","2010","31014469.0","0.0"
"32201","0","China agrees $853 million in loans for Cambodia (Linked to Project ID#32156, ID#32161, ID#32168, ID#32169, ID#32149, ID#32176, ID#32180 & ID#32053)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","Pipeline/identification"," "," ","0.0","0.0"
"32156","1","China provides grant for the construction project of New Office Buildings for the Senate (Linked to Project ID#32201)","2012-02-20","start-actual","2013-12-10","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","Completion","2009","2013","7700000.0","0.0"
"32117","1","China provides office supplies to Cambodian Ministry of Industry, Mines, and Energy","","start-actual","","end-actual","China","CHN","Cambodia","KHM","150","Government and Civil Society","Completion"," "," ","0.0","0.0"
"38790","1","Chinese Government Grants 24 Scholarships for AY 2009-2010","","start-actual","","end-actual","China","CHN","Cambodia","KHM","110","Education","Completion"," "," ","0.0","0.0"
"32161","1","Restoration and Conservation Project for Takeo Temple of Ankor Wat (Linked to project ID#32201) ","2010-11-27","start-actual","","end-actual","China","CHN","Cambodia","KHM","160","Other Social Infrastructure and Services","Implementation","2009","2010","5855301.404","0.0"
"32124","1","China to Conduct a Feasibility Study for a Railway Project in Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Pipeline/identification","2009","2009","2500000.0","0.0"
"32122","1","712 million USD loan for development projects (linked to Project ID#32201)","","start-actual","","end-actual","China","CHN","Cambodia","KHM","430","Other","Pipeline/identification","2009","2009","712000000.0","0.0"
"38722","1","China provides concessional loan for the Rehabilitation Project of the Cambodia National Road No.61","2010-05-31","start-actual","","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Completion","2010","2010","8826837.647","0.0"
"32187","1","Concessional loan for Kanghot Irrigation Development Project Phase I","2010-11-26","start-actual","2013-06-04","end-actual","China","CHN","Cambodia","KHM","310","Agriculture, Forestry, Fishing","Completion","2010","2013","43694786.03","0.0"
"32195","1","EXIMbank concessional loan for Rehabilitation of National Road No.62 (South Section: Kampong Thom – Tbeng MeanChey ) (Linked to Project ID#38647)","2010-01-27","start-actual","2012-08-08","end-actual","China","CHN","Cambodia","KHM","210","Transport and Storage","Completion","2010","2012","49796363.14","0.0"
"32216","1","EXIMbank concessional loan for Rural Grid Extension Phase I (22-KV) (Linked to Project ID#32209)","2012-04-06","start-actual","","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","Completion","2010","2012","47305276.9","0.0"
"33123","1","EXIMbank concessional loan Lower and Upper Sections of Stung Russey Chrum/Orussei hydropower project (额勒赛项目)","2010-04-01","start-actual","2013-12-13","end-actual","China","CHN","Cambodia","KHM","230","Energy Generation and Supply","Completion","2010","2013","383026635.0","0.0"
"32217","1","200 million USD of debt relief","","start-actual","","end-actual","China","CHN","Cambodia","KHM","600","Action Relating to Debt","Completion","2010","2010","18593525.97","0.0"
"35685","1","China donates $500000 USD in cash assistance to Cambodia","","start-actual","","end-actual","China","CHN","Cambodia","KHM","700","Humanitarian Aid (Including Reconstruction and Recovery)","Completion","2010","2010","464838.1493","0.0"
